,HitFrame,Hitter,RoundHead,Backhand,BallHeight,BallType,XY_Reg,Sum
0,1.7916524410247803,0.39339399337768555,0.33822545409202576,0.5197362303733826,0.399624228477478,1.5327894687652588,0.067752406001091,5.043177604675293
1,1.764061689376831,0.30275338888168335,0.33492496609687805,0.4749065637588501,0.33903566002845764,1.4955474138259888,0.06021915748715401,4.771450519561768
2,1.747133493423462,0.2925207018852234,0.3347557783126831,0.4216912090778351,0.3305026888847351,1.4915540218353271,0.057718243449926376,4.675875186920166
3,1.7282240390777588,0.28334322571754456,0.33529800176620483,0.3955487906932831,0.32077348232269287,1.4873287677764893,0.053212251514196396,4.603729248046875
4,1.7235652208328247,0.28705865144729614,0.33509859442710876,0.3847977817058563,0.32635751366615295,1.4806545972824097,0.0513397753238678,4.588873386383057
5,1.7233755588531494,0.2870032787322998,0.33497411012649536,0.37584999203681946,0.3173026740550995,1.4676727056503296,0.05124322324991226,4.5574188232421875
6,1.7080072164535522,0.27650216221809387,0.3350547254085541,0.3617139458656311,0.3180244565010071,1.4635727405548096,0.04696276783943176,4.509835720062256
7,1.7062371969223022,0.27785390615463257,0.33512961864471436,0.3618517816066742,0.3143457770347595,1.4680277109146118,0.047202009707689285,4.510646820068359
8,1.701133131980896,0.2733347415924072,0.3348231911659241,0.344130277633667,0.3128076195716858,1.4591195583343506,0.04562272131443024,4.470970153808594
9,1.7005112171173096,0.27621331810951233,0.3348470628261566,0.34427833557128906,0.31871432065963745,1.4738448858261108,0.04451362416148186,4.492921352386475
10,1.6950836181640625,0.2728804349899292,0.334791362285614,0.3329440951347351,0.30969569087028503,1.454872965812683,0.044236522167921066,4.444504737854004
11,1.6971452236175537,0.27214258909225464,0.3274807035923004,0.3360598683357239,0.31132972240448,1.4457337856292725,0.04365568980574608,4.433548927307129
12,1.6961653232574463,0.2743944525718689,0.3211953341960907,0.33752769231796265,0.31077882647514343,1.4445891380310059,0.04319975897669792,4.427851676940918
13,1.6895320415496826,0.27042800188064575,0.3176082372665405,0.3274902105331421,0.312313973903656,1.450537919998169,0.042815957218408585,4.410728931427002
14,1.688050627708435,0.27855780720710754,0.31411656737327576,0.33086511492729187,0.31189554929733276,1.4553662538528442,0.04291723668575287,4.421767234802246
15,1.688551902770996,0.2756362557411194,0.3155200779438019,0.33311718702316284,0.3136441707611084,1.4677926301956177,0.04272347316145897,4.436985015869141
